localidade;nome_localidade;idade_calculada;renda_ind
5318;Lago Norte;51;14500
5242;Alexânia;39;2824
5304;Brazlândia;64;1600
5335;Água Quente;55;600
5252;Valparaíso de Goiás;51;1300
5310;Guará;72;6000
5315;Recanto Das Emas;65;1320
5301;Plano Piloto;69;6000
5333;Arniqueira;71;1390
5333;Arniqueira;76;1390
5249;Padre Bernardo;56;680
5246;Formosa;69;3200
5307;Paranoá;69;1420
5248;Novo Gama;74;1320
5323;Varjão;20;3000
5307;Paranoá;36;600
5332;Sol Nascente / Pôr do Sol;51;650
5252;Valparaíso de Goiás;81;1320
5244;Cristalina;35;1300
5244;Cristalina;12;250
5314;São Sebastião;36;1000
5333;Arniqueira;25;850
5325;SCIA;66;1600
5309;Ceilândia;50;800
5306;Planaltina;41;1570
5301;Plano Piloto;49;18700
5248;Novo Gama;27;650
5306;Planaltina;43;6200
5311;Cruzeiro;70;1400
5325;SCIA;16;1000
5314;São Sebastião;52;470
5314;São Sebastião;51;500
5249;Padre Bernardo;78;1312
5249;Padre Bernardo;76;1320
5249;Padre Bernardo;55;1320
5313;Santa Maria;61;2491
5313;Santa Maria;96;1328
5241;Águas Lindas de Goiás;43;750
5336;Área Rural;26;900
5250;Planaltina de Goiás;53;5200
5246;Formosa;45;4000
5324;Park Way;61;6500
5334;Arapoanga;69;1420
5245;Cocalzinho de Goiás;78;1412
5317;Riacho Fundo;79;1412
5308;Núcleo Bandeirante;20;150
5301;Plano Piloto;70;15000
5304;Brazlândia;66;6500
5319;Candangolândia;50;1400
5249;Padre Bernardo;77;1420
5249;Padre Bernardo;30;1000
5247;Luziânia;29;2030
5317;Riacho Fundo;46;1474
5247;Luziânia;40;200
5314;São Sebastião;31;1502
5312;Samambaia;62;300
5246;Formosa;50;1412
5304;Brazlândia;60;1600
5330;Vicente Pires;77;2824
5330;Vicente Pires;73;1412
5314;São Sebastião;66;1412
5313;Santa Maria;32;900
5321;Riacho Fundo II;45;800
5301;Plano Piloto;64;29000
5333;Arniqueira;25;1700
5304;Brazlândia;31;1900
5310;Guará;64;2000
5243;Cidade Ocidental;49;600
5330;Vicente Pires;15;500
5330;Vicente Pires;18;500
5241;Águas Lindas de Goiás;25;800
5330;Vicente Pires;85;2500
5251;Santo Antônio do Descoberto;65;2400
5241;Águas Lindas de Goiás;36;1700
5241;Águas Lindas de Goiás;42;650
5324;Park Way;74;6000
5242;Alexânia;37;650
5312;Samambaia;59;1350
5309;Ceilândia;49;3100
5313;Santa Maria;70;1412
5301;Plano Piloto;53;1400
5244;Cristalina;18;1412
5244;Cristalina;79;1412
5335;Água Quente;65;1500
5303;Taguatinga;71;4000
5301;Plano Piloto;83;29000
5301;Plano Piloto;53;1412
5309;Ceilândia;42;2500
5247;Luziânia;64;1720
5324;Park Way;68;7000
5313;Santa Maria;78;1300
5317;Riacho Fundo;23;900
5248;Novo Gama;56;1320
5332;Sol Nascente / Pôr do Sol;59;600
5319;Candangolândia;46;600
5334;Arapoanga;72;1412
5301;Plano Piloto;49;8800
5306;Planaltina;73;100
5304;Brazlândia;55;12000
5301;Plano Piloto;71;1412
5303;Taguatinga;78;1320
5303;Taguatinga;69;8000
5301;Plano Piloto;68;10000
5318;Lago Norte;74;6000
5242;Alexânia;44;750
5245;Cocalzinho de Goiás;57;1412
5245;Cocalzinho de Goiás;10;500
5303;Taguatinga;72;1412
5303;Taguatinga;58;1412
5323;Varjão;67;1400
5323;Varjão;47;1400
5323;Varjão;56;1420
5323;Varjão;56;1400
5314;São Sebastião;65;11460
5252;Valparaíso de Goiás;66;1302
5242;Alexânia;79;1412
5249;Padre Bernardo;44;1320
5310;Guará;51;10000
5241;Águas Lindas de Goiás;54;2100
5248;Novo Gama;65;1500
5319;Candangolândia;54;600
5301;Plano Piloto;91;1400
5325;SCIA;26;1320
5330;Vicente Pires;65;1412
5249;Padre Bernardo;13;650
5315;Recanto Das Emas;51;3124
5317;Riacho Fundo;66;1412
5320;Águas Claras;81;4500
5247;Luziânia;78;1412
5247;Luziânia;17;750
5312;Samambaia;67;1320
5244;Cristalina;71;1412
5244;Cristalina;81;1412
5312;Samambaia;56;7000
5317;Riacho Fundo;67;900
5301;Plano Piloto;15;520
5306;Planaltina;52;1320
5306;Planaltina;79;2640
5317;Riacho Fundo;63;1000
5317;Riacho Fundo;18;500
5317;Riacho Fundo;89;3000
5301;Plano Piloto;60;10000
5307;Paranoá;64;1302
5316;Lago Sul;92;14000
5335;Água Quente;84;1400
5242;Alexânia;40;6400
5249;Padre Bernardo;55;926
5245;Cocalzinho de Goiás;69;2824
5323;Varjão;53;600
5315;Recanto Das Emas;65;1950
5324;Park Way;47;25000
5324;Park Way;88;1400
5325;SCIA;36;740
5322;Sudoeste e Octogonal;38;80000
5243;Cidade Ocidental;65;15000
5243;Cidade Ocidental;70;8000
5244;Cristalina;49;600
5242;Alexânia;79;2824
5317;Riacho Fundo;24;900
5307;Paranoá;72;1302
5242;Alexânia;61;1800
5242;Alexânia;65;1800
5301;Plano Piloto;39;17200
5301;Plano Piloto;43;23800
5243;Cidade Ocidental;68;7000
5301;Plano Piloto;67;10000
5316;Lago Sul;72;10000
5316;Lago Sul;65;10000
5335;Água Quente;71;1400
5335;Água Quente;55;1400
5244;Cristalina;67;1412
5335;Água Quente;58;850
5306;Planaltina;52;600
5326;Sobradinho II;59;1320
5252;Valparaíso de Goiás;52;1420
5332;Sol Nascente / Pôr do Sol;28;700
5336;Área Rural;80;1412
5336;Área Rural;78;1412
5312;Samambaia;63;2000
5301;Plano Piloto;15;2500
5241;Águas Lindas de Goiás;83;1412
5241;Águas Lindas de Goiás;67;1412
5241;Águas Lindas de Goiás;42;1412
5247;Luziânia;47;1412
5247;Luziânia;43;1412
5325;SCIA;25;900
5309;Ceilândia;76;2670
5309;Ceilândia;69;2640
5308;Núcleo Bandeirante;62;1320
5245;Cocalzinho de Goiás;80;1412
5305;Sobradinho;56;1420
5332;Sol Nascente / Pôr do Sol;57;5000
5325;SCIA;38;650
5324;Park Way;75;12000
5333;Arniqueira;27;800
5331;Fercal;21;600
5328;Itapoã;46;1620
5326;Sobradinho II;87;1320
5331;Fercal;64;1002
5325;SCIA;48;600
5250;Planaltina de Goiás;31;4400
5304;Brazlândia;35;880
5242;Alexânia;63;5000
5330;Vicente Pires;34;2200
5312;Samambaia;48;5520
5330;Vicente Pires;62;10000
5330;Vicente Pires;91;1412
5309;Ceilândia;72;1320
5309;Ceilândia;69;1320
5243;Cidade Ocidental;57;1302
5242;Alexânia;23;750
5242;Alexânia;46;600
5326;Sobradinho II;37;1320
5305;Sobradinho;64;3000
5316;Lago Sul;68;43000
5316;Lago Sul;71;19000
5244;Cristalina;60;1412
5244;Cristalina;80;1800
5314;São Sebastião;41;250
5314;São Sebastião;69;1412
5314;São Sebastião;78;1412
5323;Varjão;63;1900
5304;Brazlândia;81;1500
5243;Cidade Ocidental;41;650
5243;Cidade Ocidental;32;900
5331;Fercal;47;1900
5302;Gama;16;1320
5244;Cristalina;58;1412
5244;Cristalina;97;1412
5311;Cruzeiro;71;3000
5246;Formosa;25;5000
5307;Paranoá;48;450
5336;Área Rural;83;1412
5336;Área Rural;80;1412
5335;Água Quente;89;1400
5243;Cidade Ocidental;33;600
5331;Fercal;69;5300
5329;SIA;38;600
5319;Candangolândia;69;1302
5319;Candangolândia;75;2604
5301;Plano Piloto;37;1412
5247;Luziânia;29;2100
5301;Plano Piloto;75;8300
5332;Sol Nascente / Pôr do Sol;72;1412
5303;Taguatinga;52;10000
5303;Taguatinga;86;28000
5244;Cristalina;11;300
5333;Arniqueira;16;600
5318;Lago Norte;75;14000
5306;Planaltina;35;850
5330;Vicente Pires;38;250
5330;Vicente Pires;62;1412
5251;Santo Antônio do Descoberto;28;1412
5302;Gama;66;5630
5309;Ceilândia;75;1301
5309;Ceilândia;75;1301
5328;Itapoã;43;850
5243;Cidade Ocidental;50;800
5250;Planaltina de Goiás;56;3000
5241;Águas Lindas de Goiás;70;1960
5250;Planaltina de Goiás;82;1400
5336;Área Rural;60;1412
5328;Itapoã;27;860
5319;Candangolândia;63;1320
5301;Plano Piloto;77;7000
5314;São Sebastião;12;1
5331;Fercal;66;2400
5318;Lago Norte;86;10000
5315;Recanto Das Emas;62;700
5246;Formosa;38;1600
5247;Luziânia;30;750
5247;Luziânia;35;400
5325;SCIA;80;1320
5249;Padre Bernardo;83;1412
5326;Sobradinho II;74;5500
5244;Cristalina;37;1412
5321;Riacho Fundo II;55;1320
5323;Varjão;63;1320
5330;Vicente Pires;71;1412
5314;São Sebastião;28;1900
5314;São Sebastião;13;1412
5315;Recanto Das Emas;65;1662
5323;Varjão;65;3620
5321;Riacho Fundo II;33;3000
5316;Lago Sul;60;25000
5250;Planaltina de Goiás;54;1400
5249;Padre Bernardo;51;1000
5328;Itapoã;49;1330
5335;Água Quente;39;2000
5315;Recanto Das Emas;76;1412
5334;Arapoanga;81;3500
5334;Arapoanga;68;1420
5244;Cristalina;38;1412
5333;Arniqueira;42;1340
5312;Samambaia;26;1550
5313;Santa Maria;31;4500
5313;Santa Maria;35;10000
5325;SCIA;39;800
5252;Valparaíso de Goiás;86;4500
5314;São Sebastião;47;500
5329;SIA;74;4412
5249;Padre Bernardo;48;1250
5249;Padre Bernardo;74;2600
5331;Fercal;22;1400
5301;Plano Piloto;66;20000
5301;Plano Piloto;64;8000
5316;Lago Sul;69;15000
5316;Lago Sul;32;1800
5314;São Sebastião;68;600
5316;Lago Sul;58;20000
5314;São Sebastião;34;1100
5335;Água Quente;31;750
5323;Varjão;51;1320
5317;Riacho Fundo;63;1320
5325;SCIA;45;2300
5243;Cidade Ocidental;30;750
5336;Área Rural;68;1320
5336;Área Rural;70;1320
5319;Candangolândia;43;15000
5319;Candangolândia;51;26000
5241;Águas Lindas de Goiás;74;2824
5335;Água Quente;38;1600
5249;Padre Bernardo;48;1320
5252;Valparaíso de Goiás;33;1302
5246;Formosa;65;1420
5308;Núcleo Bandeirante;55;16300
5305;Sobradinho;67;70000
5330;Vicente Pires;24;1412
5249;Padre Bernardo;74;1562
5242;Alexânia;72;1412
5334;Arapoanga;64;800
5307;Paranoá;68;1400
5333;Arniqueira;25;490
5249;Padre Bernardo;57;750
5310;Guará;56;600
5314;São Sebastião;34;1862
5313;Santa Maria;30;255
5306;Planaltina;60;650
5306;Planaltina;47;1320
5247;Luziânia;67;1700
5246;Formosa;27;400
5242;Alexânia;66;1912
5302;Gama;59;2770
5243;Cidade Ocidental;59;13020
5303;Taguatinga;60;1350
5325;SCIA;16;650
5246;Formosa;52;3100
5244;Cristalina;75;1420
5310;Guará;88;3000
5329;SIA;32;1250
5301;Plano Piloto;64;1400
5334;Arapoanga;61;1420
5334;Arapoanga;22;500
5303;Taguatinga;19;1720
5301;Plano Piloto;53;13000
5301;Plano Piloto;79;1400
5316;Lago Sul;78;18000
5316;Lago Sul;81;2900
5327;Jardim Botânico;83;5000
5246;Formosa;78;1412
5246;Formosa;77;1412
5316;Lago Sul;55;15000
5333;Arniqueira;69;1412
5330;Vicente Pires;61;7825
5242;Alexânia;28;600
5252;Valparaíso de Goiás;24;450
5252;Valparaíso de Goiás;23;650
5315;Recanto Das Emas;45;2824
5323;Varjão;51;250
5304;Brazlândia;70;1412
5333;Arniqueira;60;1412
5306;Planaltina;41;17000
5303;Taguatinga;76;3000
5313;Santa Maria;43;850
5324;Park Way;74;9000
5332;Sol Nascente / Pôr do Sol;15;300
5335;Água Quente;23;800
5315;Recanto Das Emas;63;1320
5243;Cidade Ocidental;63;13240
5244;Cristalina;25;1150
5332;Sol Nascente / Pôr do Sol;41;750
5333;Arniqueira;33;1050
5314;São Sebastião;41;800
5301;Plano Piloto;38;21800
5247;Luziânia;53;600
5301;Plano Piloto;86;17000
5301;Plano Piloto;56;2000
5250;Planaltina de Goiás;44;4800
5246;Formosa;13;111
5333;Arniqueira;73;1412
5312;Samambaia;64;1000
5312;Samambaia;66;1320
5312;Samambaia;82;1320
5242;Alexânia;63;3000
5242;Alexânia;72;1412
5329;SIA;20;1000
5329;SIA;17;3692
5314;São Sebastião;36;800
5327;Jardim Botânico;59;5000
5326;Sobradinho II;29;250
5248;Novo Gama;65;2520
5307;Paranoá;22;2820
5312;Samambaia;58;1320
5312;Samambaia;67;1320
5314;São Sebastião;63;1412
5245;Cocalzinho de Goiás;42;42665
5245;Cocalzinho de Goiás;15;1111
5319;Candangolândia;71;2800
5319;Candangolândia;71;1800
5249;Padre Bernardo;66;1320
5304;Brazlândia;39;2750
5304;Brazlândia;18;130
5323;Varjão;49;850
5245;Cocalzinho de Goiás;70;1412
5245;Cocalzinho de Goiás;52;1500
5249;Padre Bernardo;65;1412
5249;Padre Bernardo;13;500
5314;São Sebastião;34;425
5319;Candangolândia;76;1320
5326;Sobradinho II;54;5000
5326;Sobradinho II;83;5000
5328;Itapoã;75;1420
5328;Itapoã;66;1420
5249;Padre Bernardo;62;2500
5311;Cruzeiro;45;6000
5249;Padre Bernardo;54;600
5332;Sol Nascente / Pôr do Sol;28;600
5317;Riacho Fundo;69;4200
5334;Arapoanga;39;1300
5319;Candangolândia;55;300
5325;SCIA;65;1320
5245;Cocalzinho de Goiás;23;650
5244;Cristalina;50;1412
5244;Cristalina;60;1412
5303;Taguatinga;74;2640
5318;Lago Norte;84;4500
5242;Alexânia;35;700
5324;Park Way;58;10000
5324;Park Way;57;6000
5305;Sobradinho;28;6000
5244;Cristalina;70;1650
5302;Gama;31;1000
5309;Ceilândia;69;1412
5334;Arapoanga;39;2100
5334;Arapoanga;45;1500
5330;Vicente Pires;75;1412
5336;Área Rural;64;5500
5243;Cidade Ocidental;87;1320
5336;Área Rural;60;600
5248;Novo Gama;24;900
5249;Padre Bernardo;53;600
5313;Santa Maria;76;1500
5304;Brazlândia;31;8000
5310;Guará;58;2012
5242;Alexânia;60;2012
5244;Cristalina;60;1302
5315;Recanto Das Emas;26;700
5324;Park Way;44;4300
5247;Luziânia;50;750
5247;Luziânia;20;1576
5247;Luziânia;93;1320
5310;Guará;25;1640
5323;Varjão;59;250
5247;Luziânia;47;500
5307;Paranoá;78;1320
5309;Ceilândia;44;1420
5247;Luziânia;30;700
5248;Novo Gama;20;500
5248;Novo Gama;23;1364
5248;Novo Gama;41;1050
5301;Plano Piloto;71;10000
5247;Luziânia;71;1320
5247;Luziânia;54;1412
5247;Luziânia;48;700
5317;Riacho Fundo;63;1570
5308;Núcleo Bandeirante;80;2000
5252;Valparaíso de Goiás;47;400
5327;Jardim Botânico;67;4900
5317;Riacho Fundo;61;1412
5305;Sobradinho;73;7000
5244;Cristalina;29;800
5244;Cristalina;74;1412
5321;Riacho Fundo II;28;2900
5321;Riacho Fundo II;38;2800
5252;Valparaíso de Goiás;86;1416
5301;Plano Piloto;85;23000
5301;Plano Piloto;86;20000
5333;Arniqueira;26;250
5306;Planaltina;22;400
5326;Sobradinho II;50;700
5309;Ceilândia;65;1302
5336;Área Rural;68;1420
5320;Águas Claras;92;1400
5310;Guará;79;7000
5310;Guará;72;7000
5331;Fercal;51;750
5245;Cocalzinho de Goiás;76;1412
5245;Cocalzinho de Goiás;70;1412
5242;Alexânia;81;1412
5242;Alexânia;71;1412
5242;Alexânia;46;1412
5334;Arapoanga;33;800
5252;Valparaíso de Goiás;74;1320
5321;Riacho Fundo II;67;1320
5246;Formosa;73;1412
5309;Ceilândia;17;230
5319;Candangolândia;39;600
5305;Sobradinho;22;1900
5305;Sobradinho;12;100
5312;Samambaia;65;1600
5330;Vicente Pires;21;7000
5330;Vicente Pires;60;7000
5242;Alexânia;73;2824
5242;Alexânia;81;1412
5307;Paranoá;77;1420
5307;Paranoá;71;1420
5332;Sol Nascente / Pôr do Sol;61;1200
5318;Lago Norte;59;8000
5326;Sobradinho II;22;400
5324;Park Way;78;18000
5307;Paranoá;66;1412
5307;Paranoá;72;1350
5325;SCIA;44;700
5322;Sudoeste e Octogonal;76;5000
5336;Área Rural;64;2000
5306;Planaltina;43;650
5244;Cristalina;49;1450
5331;Fercal;73;1420
5244;Cristalina;40;1200
5311;Cruzeiro;78;4000
5245;Cocalzinho de Goiás;31;1450
5307;Paranoá;69;1420
5330;Vicente Pires;49;4000
5310;Guará;38;650
5315;Recanto Das Emas;67;1412
5331;Fercal;60;850
5332;Sol Nascente / Pôr do Sol;77;1500
5314;São Sebastião;78;1412
5248;Novo Gama;79;1320
5302;Gama;50;850
5252;Valparaíso de Goiás;51;800
5319;Candangolândia;63;15000
5320;Águas Claras;68;5000
5320;Águas Claras;69;1412
5308;Núcleo Bandeirante;68;3000
5242;Alexânia;54;650
5247;Luziânia;29;590
5247;Luziânia;77;2824
5247;Luziânia;24;1800
5244;Cristalina;62;5300
5323;Varjão;71;1320
5243;Cidade Ocidental;82;1302
5315;Recanto Das Emas;40;4200
5315;Recanto Das Emas;34;1000
5307;Paranoá;37;600
5313;Santa Maria;32;1320
5310;Guará;87;1500
5243;Cidade Ocidental;67;1320
5314;São Sebastião;62;1412
5336;Área Rural;24;900
5246;Formosa;57;1412
5313;Santa Maria;72;1500
5244;Cristalina;58;1412
5250;Planaltina de Goiás;70;1700
5250;Planaltina de Goiás;62;1400
5329;SIA;80;1412
5304;Brazlândia;81;3000
5305;Sobradinho;83;4500
5305;Sobradinho;21;2100
5314;São Sebastião;19;1320
5334;Arapoanga;30;950
5332;Sol Nascente / Pôr do Sol;70;1400
5247;Luziânia;60;1412
5314;São Sebastião;54;405
5314;São Sebastião;21;700
5334;Arapoanga;40;600
5308;Núcleo Bandeirante;75;13580
5304;Brazlândia;61;1650
5307;Paranoá;24;750
5310;Guará;72;9412
5242;Alexânia;66;1412
5242;Alexânia;53;1412
5313;Santa Maria;38;3000
5246;Formosa;69;1420
5332;Sol Nascente / Pôr do Sol;20;1000
5321;Riacho Fundo II;61;2000
5249;Padre Bernardo;65;1412
5249;Padre Bernardo;69;1412
5308;Núcleo Bandeirante;78;1320
5325;SCIA;24;6550
5242;Alexânia;56;10000
5242;Alexânia;55;3000
5301;Plano Piloto;49;13000
5245;Cocalzinho de Goiás;66;1412
5314;São Sebastião;67;1412
5303;Taguatinga;70;1412
5326;Sobradinho II;62;8000
5250;Planaltina de Goiás;54;1412
5248;Novo Gama;42;1400
5310;Guará;16;30
5309;Ceilândia;80;1700
5306;Planaltina;70;1320
5306;Planaltina;66;1320
5247;Luziânia;80;1320
5244;Cristalina;19;900
5303;Taguatinga;69;1320
5245;Cocalzinho de Goiás;34;600
5247;Luziânia;37;5900
5252;Valparaíso de Goiás;31;1050
5323;Varjão;48;600
5301;Plano Piloto;48;29000
5252;Valparaíso de Goiás;53;1300
5334;Arapoanga;73;1320
5334;Arapoanga;84;1320
5334;Arapoanga;39;2350
5242;Alexânia;54;1412
5319;Candangolândia;89;6000
5325;SCIA;43;750
5328;Itapoã;53;2468
5328;Itapoã;70;8000
5247;Luziânia;60;5500
5317;Riacho Fundo;74;2640
5247;Luziânia;27;500
5318;Lago Norte;86;1412
5334;Arapoanga;26;690
5246;Formosa;31;1500
5246;Formosa;14;112
5320;Águas Claras;76;5000
5245;Cocalzinho de Goiás;35;740
5312;Samambaia;39;455
5312;Samambaia;54;1320
5303;Taguatinga;62;2500
5242;Alexânia;65;2300
5242;Alexânia;65;1420
5330;Vicente Pires;63;2824
5314;São Sebastião;55;1412
5314;São Sebastião;88;2400
5243;Cidade Ocidental;68;1320
5323;Varjão;45;2100
5314;São Sebastião;44;850
5244;Cristalina;16;112
5320;Águas Claras;82;1412
5336;Área Rural;58;271
5312;Samambaia;37;700
5304;Brazlândia;69;2012
5317;Riacho Fundo;65;1412
5312;Samambaia;65;1320
5312;Samambaia;70;1320
5325;SCIA;22;740
5321;Riacho Fundo II;51;1550
5301;Plano Piloto;60;400
5335;Água Quente;21;3800
5246;Formosa;79;1412
5304;Brazlândia;31;700
5251;Santo Antônio do Descoberto;61;2100
5242;Alexânia;53;600
5242;Alexânia;15;180
5242;Alexânia;72;1412
5247;Luziânia;84;1412
5314;São Sebastião;80;1412
5246;Formosa;62;5000
5321;Riacho Fundo II;35;650
5335;Água Quente;56;600
5324;Park Way;76;1412
5324;Park Way;45;1412
5308;Núcleo Bandeirante;34;8500
5330;Vicente Pires;64;1412
5309;Ceilândia;28;700
5245;Cocalzinho de Goiás;33;1412
5335;Água Quente;52;950
5243;Cidade Ocidental;53;600
5245;Cocalzinho de Goiás;74;1412
5245;Cocalzinho de Goiás;63;1412
5312;Samambaia;77;1412
5312;Samambaia;75;1412
5316;Lago Sul;66;20000
5330;Vicente Pires;55;8000
5320;Águas Claras;72;8000
5243;Cidade Ocidental;36;750
5330;Vicente Pires;58;7000
5244;Cristalina;29;650
5301;Plano Piloto;67;32500
5330;Vicente Pires;63;410
5331;Fercal;55;250
5241;Águas Lindas de Goiás;56;700
5306;Planaltina;70;1320
5326;Sobradinho II;25;1150
5242;Alexânia;21;1492
5242;Alexânia;13;424
5312;Samambaia;85;2640
5317;Riacho Fundo;31;10200
5242;Alexânia;80;1412
5242;Alexânia;84;1412
5249;Padre Bernardo;62;2500
5249;Padre Bernardo;61;1000
5244;Cristalina;84;1302
5244;Cristalina;74;1302
5247;Luziânia;26;600
5332;Sol Nascente / Pôr do Sol;45;1300
5250;Planaltina de Goiás;63;1320
5323;Varjão;31;2000
5249;Padre Bernardo;29;1150
5319;Candangolândia;53;8000
5334;Arapoanga;68;1320
5334;Arapoanga;75;1320
5242;Alexânia;88;1412
5301;Plano Piloto;52;15000
5301;Plano Piloto;93;6000
5321;Riacho Fundo II;80;1720
5326;Sobradinho II;35;550
5332;Sol Nascente / Pôr do Sol;67;1412
5251;Santo Antônio do Descoberto;20;650
5301;Plano Piloto;70;26600
5301;Plano Piloto;73;3300
5249;Padre Bernardo;68;1520
5243;Cidade Ocidental;62;600
5243;Cidade Ocidental;10;200
5318;Lago Norte;87;2600
5318;Lago Norte;84;1303
5302;Gama;84;3908
5302;Gama;86;1320
5312;Samambaia;61;1320
5312;Samambaia;66;1320
5249;Padre Bernardo;19;1600
5249;Padre Bernardo;15;800
5315;Recanto Das Emas;70;1412
5301;Plano Piloto;65;1400
5249;Padre Bernardo;76;1412
5249;Padre Bernardo;66;1412
5242;Alexânia;62;2700
5242;Alexânia;30;1370
5301;Plano Piloto;35;9500
5309;Ceilândia;85;1420
5309;Ceilândia;31;1000
5333;Arniqueira;54;8000
5306;Planaltina;87;1320
5247;Luziânia;27;1412
5326;Sobradinho II;60;3800
5250;Planaltina de Goiás;61;600
5241;Águas Lindas de Goiás;46;740
5241;Águas Lindas de Goiás;16;50
5250;Planaltina de Goiás;56;10800
5247;Luziânia;67;1320
5244;Cristalina;48;1320
5244;Cristalina;36;2300
5247;Luziânia;63;1412
5312;Samambaia;68;1970
5245;Cocalzinho de Goiás;67;2062
5245;Cocalzinho de Goiás;64;1412
5307;Paranoá;59;1302
5328;Itapoã;62;2200
5307;Paranoá;67;1420
5246;Formosa;27;2012
5243;Cidade Ocidental;58;1320
5243;Cidade Ocidental;79;1320
5301;Plano Piloto;60;8000
5325;SCIA;44;1412
5309;Ceilândia;45;3120
5309;Ceilândia;40;550
5317;Riacho Fundo;69;3000
5317;Riacho Fundo;65;4200
5301;Plano Piloto;73;11900
5301;Plano Piloto;73;7900
5336;Área Rural;61;1700
5326;Sobradinho II;72;1320
5301;Plano Piloto;66;2000
5307;Paranoá;56;700
5317;Riacho Fundo;66;1100
5317;Riacho Fundo;68;1302
5330;Vicente Pires;85;1412
5334;Arapoanga;60;1300
5330;Vicente Pires;72;6412
5304;Brazlândia;70;1600
5331;Fercal;55;650
5304;Brazlândia;76;1400
5246;Formosa;14;100
5304;Brazlândia;26;3300
5332;Sol Nascente / Pôr do Sol;75;1412
5317;Riacho Fundo;39;950
5333;Arniqueira;34;300
5319;Candangolândia;26;3000
5301;Plano Piloto;43;26600
5301;Plano Piloto;43;10000
5309;Ceilândia;37;4400
5241;Águas Lindas de Goiás;68;1412
5330;Vicente Pires;60;1412
5318;Lago Norte;69;12000
5318;Lago Norte;71;7000
5321;Riacho Fundo II;21;900
5315;Recanto Das Emas;85;1412
5307;Paranoá;77;1420
5247;Luziânia;62;2400
5304;Brazlândia;58;600
5308;Núcleo Bandeirante;55;2000
5249;Padre Bernardo;46;600
5250;Planaltina de Goiás;27;750
5309;Ceilândia;75;1320
5312;Samambaia;68;1412
5319;Candangolândia;76;4000
5319;Candangolândia;65;1302
5315;Recanto Das Emas;59;1320
5326;Sobradinho II;58;600
5301;Plano Piloto;76;10300
5331;Fercal;80;1400
5317;Riacho Fundo;63;1400
5330;Vicente Pires;60;2000
5308;Núcleo Bandeirante;89;11320
5330;Vicente Pires;76;1412
5334;Arapoanga;54;1500
5334;Arapoanga;60;1320
5311;Cruzeiro;65;2500
5311;Cruzeiro;97;3500
5314;São Sebastião;29;750
5252;Valparaíso de Goiás;66;1420
5310;Guará;21;8000
5305;Sobradinho;48;2000
5303;Taguatinga;70;1412
5303;Taguatinga;93;1412
5325;SCIA;77;3180
5325;SCIA;63;1320
5301;Plano Piloto;39;25000
5301;Plano Piloto;38;42500
5316;Lago Sul;68;4000
5335;Água Quente;65;3800
5328;Itapoã;48;2800
5305;Sobradinho;44;13500
5319;Candangolândia;33;2300
5243;Cidade Ocidental;25;3300
5243;Cidade Ocidental;31;3800
5309;Ceilândia;82;1320
5309;Ceilândia;53;1320
5247;Luziânia;68;1412
5321;Riacho Fundo II;22;1480
5310;Guará;63;4000
5334;Arapoanga;49;1420
5245;Cocalzinho de Goiás;67;1412
5330;Vicente Pires;39;4000
5330;Vicente Pires;63;1500
5249;Padre Bernardo;13;1412
5331;Fercal;72;1152
5313;Santa Maria;64;2000
5313;Santa Maria;79;3000
5243;Cidade Ocidental;70;1320
5327;Jardim Botânico;61;600
5303;Taguatinga;70;6000
5303;Taguatinga;70;3500
5323;Varjão;24;750
5336;Área Rural;61;10000
5336;Área Rural;63;10000
5242;Alexânia;64;5000
5317;Riacho Fundo;65;1800
5252;Valparaíso de Goiás;78;1302
5246;Formosa;46;600
5311;Cruzeiro;81;2400
5306;Planaltina;72;1400
5324;Park Way;73;46000
5306;Planaltina;76;4500
5246;Formosa;45;700
5246;Formosa;15;111
5242;Alexânia;22;1250
5245;Cocalzinho de Goiás;65;1412
5247;Luziânia;33;800
5329;SIA;61;900
5303;Taguatinga;62;20000
5313;Santa Maria;67;1302
5332;Sol Nascente / Pôr do Sol;71;1412
5332;Sol Nascente / Pôr do Sol;66;1412
5250;Planaltina de Goiás;64;600
5325;SCIA;27;750
5306;Planaltina;72;8000
5325;SCIA;42;600
5252;Valparaíso de Goiás;64;1320
5330;Vicente Pires;62;13000
5310;Guará;57;1320
5304;Brazlândia;57;4200
5334;Arapoanga;65;1320
5335;Água Quente;74;1350
5305;Sobradinho;76;1320
5302;Gama;82;3000
5248;Novo Gama;11;10
5251;Santo Antônio do Descoberto;84;2800
5325;SCIA;22;750
5325;SCIA;23;1400
5248;Novo Gama;82;1320
5244;Cristalina;26;3200
5247;Luziânia;26;1060
5318;Lago Norte;62;8000
5301;Plano Piloto;73;11900
5303;Taguatinga;68;850
5314;São Sebastião;20;1
5314;São Sebastião;31;1
5310;Guará;25;3500
5245;Cocalzinho de Goiás;70;2824
5325;SCIA;30;3450
5308;Núcleo Bandeirante;75;1320
5304;Brazlândia;64;2414
5251;Santo Antônio do Descoberto;63;600
5241;Águas Lindas de Goiás;63;600
5241;Águas Lindas de Goiás;65;1412
5302;Gama;42;800
5249;Padre Bernardo;64;1412
5249;Padre Bernardo;57;1412
5248;Novo Gama;63;1320
5309;Ceilândia;63;600
5316;Lago Sul;69;44000
5316;Lago Sul;71;4000
5242;Alexânia;50;2824
5302;Gama;43;5700
5328;Itapoã;72;1320
5247;Luziânia;82;5800
